behavior_id	feature_id	expectation	modes	platforms	level	evidence
media-network-reference-policy	media	大量画像の同一URL取得を重複させず接続15秒・停滞15秒・全体90秒の参照通信境界を適用する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/image/ImageLoaderProviderTest.kt#concurrentRequestsForTheSameImageAreDeduplicated;shared/src/commonTest/kotlin/ui/image/ImageLoaderProviderTest.kt#imageNetworkPolicyMatchesReferenceStallAndTotalTimeouts
media-failure-diagnostics	gallery-viewer	画像と動画の失敗時は外部遷移だけでなく端末デコーダを含む原因・コードを長さ制限付きで表示する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/MediaLoadFailureSupportTest.kt#mediaFailureShowsBoundedSingleLineCauseChain;shared/src/commonTest/kotlin/ui/board/VideoPlayerSupportTest.kt#playbackErrorFormatsBoundedCodeAndReasonForViewer
saving-thumbnail-nomedia	saving	ページ保存のサムネイルフォルダへ.nomediaを作り端末ギャラリーへの混入を防ぐ	BOTH	ANDROID	INTEGRATION	shared/src/commonTest/kotlin/service/ThreadSaveServiceTest.kt#saveThread_writesMetadataAndRawHtmlWithRewrittenPaths
media-gif-frame-fallback	media	静止GIFと複数フレームGIFを判別しAndroid ImageDecoderがアニメを静止化した場合はGIF decoderへ戻す	BOTH	ANDROID	UNIT	shared/src/commonTest/kotlin/ui/image/GifFrameCounterTest.kt#staticAndAnimatedGifFramesAreDistinguishedWithoutPixelDecode;shared/src/commonTest/kotlin/ui/image/GifFrameCounterTest.kt#boundedScanStopsAfterSecondFrameAndToleratesTruncation
compat-tab-release-action	thread-interaction	タブ長押し中はshadowとdrop候補を表示し指を離した後にclose animationを完了して確定する	TOSHIAKI_COMPAT	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#selectorLongHoldUpwardDropClosesOnlyAfterTargetAnimation
thread-title-control-filter	thread-loading	本文から推定する題名は先頭の可視行を使い制御文字と不可視書式文字を除去する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/util/ThreadTitleResolverTest.kt#inferredTitleDropsControlAndFormatCharacters
saving-background-guard	saving	手動スレ保存は画面やスレを移動しても継続しAndroid foreground serviceまたはiOS background taskでバックグラウンド猶予を確保する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-SAVE-BACKGROUND
saving-large-thread-timeout	saving	1000レス級の画像・動画保存を15分で打ち切らず参照APKのforeground保護上限と同じ3時間まで継続できる	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenRuntimeLogicTest.kt#threadScreenRuntimeTimeouts_keepLoadAndSaveBounded
saving-stable-manual-directory	saving	同じ板・スレを繰り返し手動保存しても時刻別フォルダを増やさず、前回完成版と既存媒体を保ったまま安定した保存先を更新する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenSaveActionLogicTest.kt#threadSaveRunnerConfigBuilders_mapInputsDirectly;shared/src/commonTest/kotlin/service/ThreadSaveServiceTest.kt#saveThread_reusesExistingMediaWhenStableStorageIsUsed
saving-single-active-operation	saving	画面移動後に別スレの保存を始めても先行保存の通知・キャンセル対象を奪わず二重開始を拒否する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/service/ThreadSavePlatformProtectionTest.kt#secondUserSaveIsRejectedAndTheGateReopensAfterCompletion
saving-compat-cancel-cleanup	saving	としあき仮の保存を通知からキャンセルした時は失敗表示へ変換せず保存中gateだけを必ず解除する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/ui/compat/CompatPageSaveLifecycleTest.kt#notificationCancellationReopensThePageSaveGateWithoutConvertingTheCause
saving-android-notification	saving	Androidの手動保存はdataSync foreground通知へ進捗を反映しキャンセル操作とWakeLockを備える	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/ThreadSavePlatformContractInstrumentedTest.kt#foregroundSaveServiceAndRequiredPermissionsArePackaged;app-android/src/androidTest/java/com/valoser/futacha/ThreadSavePlatformContractInstrumentedTest.kt#progressNotificationExposesADistinctCancelAction
saving-app-scoped-no-legacy-permission	saving	Androidの既定保存先は全対応APIで権限不要のアプリ専用外部領域を使い、旧ストレージ権限を宣言しない	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/AndroidFileSystemInstrumentedTest.kt#defaultExternalStorageIsAppScopedAndDeclaresNoLegacyPermission
catalog-raw-diagnostic	catalog	HTML内スレ数と解析件数が不一致ならdebug_cat.htmlを保存して利用者へ具体的な件数差を通知する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/repo/DefaultBoardRepositoryTest.kt#catalogCountMismatchSavesRawHtmlAndReturnsVisibleWarning
persistent-error-log	telemetry	端末ログをerror_log.txtへ残し10MBを超えたログは次の書込み前に回転する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/util/PersistentLogPolicyTest.kt#tenMegabytesIsRetainedAndLargerLogIsReset
persistent-error-log-android-logcat	telemetry	AndroidはアプリLoggerだけでなくplatformのerror logcatも外部filesのerror_log.txtへ非同期保存する	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/ThreadSavePlatformContractInstrumentedTest.kt#platformErrorLogcatIsPersistedForDiagnostics
saved-html-android	platform-navigation	Androidは外部ファイラーからtext/htmlまたはhtmファイルを受理しスクリプトと外部読込を無効化した内部Viewerで開く	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/ThreadSavePlatformContractInstrumentedTest.kt#savedHtmlDocumentResolvesToTheInternalViewer;app-android/src/test/java/com/valoser/futacha/SavedHtmlViewerActivityTest.kt#acceptsHtmlMimeOrExtensionAndRejectsUnrelatedDocuments
saved-html-ios	platform-navigation	iOSはFilesからpublic.htmlを受理しsecurity scoped access中だけJavaScript無効の内部Viewerで開く	BOTH	IOS	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-SAVED-HTML
video-profile-level	gallery-viewer	動画情報はCodec IDからProfileとLevelを独立行へ復元して不具合報告に使える形で表示する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/VideoPlayerSupportTest.kt#codecIdsExposeReferenceProfileAndLevelRows
compat-image-search-settings-route	settings	としあき仮の画像検索設定はダイアログではなくsample/1.apk同様の専用画面を開き、説明と検索先チェックを同じ画面で編集する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#imageSearchExplainsTheReferenceFileAndUrlModes;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#imageSearchUsesTheReferenceDedicatedSettingsPageAndCheckboxRows
compat-settings-reference-summaries	settings	としあき仮の設定一覧はレス・文字・sp・列・行・dp・件などsample/1.apkと同じ単位と要約文を表示する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#preferenceSummariesUseTheUnitsAndLabelsShownByTheReferenceApk
compat-legacy-setting-values	settings	旧setting.cfgのabove／over・usually・そうだね右寄せ・あぷ小先読みを別値のまま復元し実動作を失わない	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#legacySettingBackup_mapsSafeSettingsToCompatStorageKeys
compat-legacy-setting-complete	settings	旧setting.cfgは共通プライバシー・全板共通Grid／List・旧全板sort・画像同時取得数・消えたスレ・リロード位置・13画像検索先とCatalog／Thread／Viewer／Postツールバーの順序・有効状態まで復元する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#legacySettingBackup_mapsSafeSettingsToCompatStorageKeys;shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#stableKeyReadsLegacyTitleAndSharesPrivacyAlpha;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#catalogDisplaySwitchShowsCenteredLoadingIndicatorUntilNewLayoutIsReady;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCatalogLayoutUsesSharedReferencePreferenceAndPersists
compat-cache-location-move	settings	通常画像キャッシュの保存先変更は1.apk同様に旧キャッシュを消去してから保存し、カタログ画像キャッシュ変更では既存データを維持する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#cacheLocationChangeClearsOnlyOrdinaryImagesBeforeSaving
compat-help-reference-sections	settings	としあき仮のヘルプはsample/1.apkの34,203 bytes・12章・画像51参照を持つhelp.html全文をテーマ色付き内部WebViewで表示し、ふたちゃの版数・変更内容だけを載せた変更履歴／ストア操作を維持する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#helpCoversEveryReferenceApkSectionAndItsFineGrainedOperations;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#informationScreensUseFutachaHistoryAndCurrentLicenses;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiFutachaInformationScreensOpenInternally
compat-image-cache-usage-breakdown	settings	としあき仮の画像キャッシュ使用量は通常画像とカタログ画像を合算で隠さず別々に表示し、クリア後も両方を再計測する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityCacheQuotaTest.kt#reportsOrdinaryAndCatalogImageCacheUsageSeparatelyLikeTheReferenceApk;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#storageMatchesReferenceRowsDialogsRawValuesAndSeparateCacheUsage;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiStorageMatchesReferenceRowsDialogsRawPersistenceAndCacheUsage
compat-reference-custom-font-dialog	settings	old.apk／1.apkのカスタムフォントDialogと同じタイトル・本文なし・選択／リセット／キャンセルを維持し、リセットを永続化する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#designSettingsPersistReferenceRawValuesAndShowExactRedrawAndFontDialogs;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiDesignSettingsExposeReferenceChoicesNoticeAndFontDialog
compat-reference-storage-directory-dialog	settings	old.apk／1.apkのダウンロード保存先Dialogと1.apkの手書き保存先Dialogについて説明・フォルダ選択／リセット／キャンセルを維持する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#storageMatchesReferenceRowsDialogsRawValuesAndSeparateCacheUsage;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiStorageMatchesReferenceRowsDialogsRawPersistenceAndCacheUsage
compat-reference-ptmt-dialog	settings	1.apkのptmt編集Dialogと同じ入力欄・誤操作防止文言・変更／リセット／キャンセル・ASCII検証・変更なし／削除／変更通知を維持する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/compat/CompatPtmtAndUpsTest.kt#ptmtRequiresTheLegacyConfirmationPhrase;shared/src/commonTest/kotlin/ui/compat/CompatPtmtAndUpsTest.kt#ptmtRejectsNonAsciiValues;shared/src/commonTest/kotlin/ui/compat/CompatPtmtAndUpsTest.kt#ptmtMutationNoticesMatchTheReferenceForNoChangeDeleteAndOverwrite;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#settingPtmtEditDialogMatchesFinalApkFieldsActionsAndValidation;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiPtmtDialogMatchesFinalApkFieldsAndActions
compat-reference-image-cache-clean-service	settings	old.apk／1.apkのImageCacheCleanService相当として選択上限をローダーへ適用し、強制クリア時は通常画像・カタログ画像の双方を消去して再計測する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/image/ImageLoaderProviderTest.kt#imageCacheCleanServiceContractAppliesReferenceQuotaToLoaderConfig;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#storageMatchesReferenceRowsDialogsRawValuesAndSeparateCacheUsage
compat-reference-thread-cache-clean-service	settings	old.apk／1.apkのThreadCacheCleanService相当として上限超過時にLRU本文だけを削除し、強制クリアでもタブ・履歴・下書きを保持する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	app-android/src/androidTest/java/com/valoser/futacha/CompatibilitySnapshotCacheInstrumentedTest.kt#threadCacheCleanServiceContractEvictsOnlyUnprotectedLruBodiesAndKeepsMetadata;app-android/src/androidTest/java/com/valoser/futacha/CompatibilitySnapshotCacheInstrumentedTest.kt#threadCacheCleanServiceForceClearRemovesOnlyBodiesAndReportsLogicalBytes
settings-reference-storage-screen	settings	としあき仮のストレージ設定は1.apkの2カテゴリ・10項目、容量と保存場所のraw値、保存先の選択／リセット／キャンセルDialog、URIやbookmarkを露出しない要約を再現する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#storageSettingsMatchTheFinalApkRowsRawValuesAndDirectorySummaries;shared/src/commonTest/kotlin/compat/CompatibilityCacheQuotaTest.kt#parsesEveryPersistedCapacityDomain;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#storageMatchesReferenceRowsDialogsRawValuesAndSeparateCacheUsage;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiStorageMatchesReferenceRowsDialogsRawPersistenceAndCacheUsage
settings-reference-storage-usage	settings	スレッドキャッシュと投稿添付一時ファイルは実使用量を計測して1.apkと同じ現在の使用量表記を出し、削除後は0へ更新する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#attachmentCacheUsageMeasuresTheActualTemporaryFiles;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#storageMatchesReferenceRowsDialogsRawValuesAndSeparateCacheUsage;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiStorageMatchesReferenceRowsDialogsRawPersistenceAndCacheUsage
settings-reference-background-screen	settings	としあき仮のバックグラウンド設定はold.apk／1.apkのスレッド関連1カテゴリ・生存確認／更新確認2項目・注意事項文言を再現しusually／wifi／noneのraw値を永続化する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#backgroundScreenMatchesReferenceRowsAndRawValues;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#backgroundMatchesReferenceRowsWarningsAndRawPolicyPersistence;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiBackgroundMatchesReferenceRowsWarningAndRawBackedChoices
settings-reference-background-timer	background-refresh	としあき仮の生存／更新確認は参照APKと同じ起動直後＋60秒tick、更新5分・生存15分・対象スレ30分境界で判定し、最終確認時刻をepoch秒で永続化して再起動時の重複を防ぐ	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatForegroundChecksTest.kt#updateAndExistenceUseFiveAndFifteenMinuteIntervals;shared/src/commonTest/kotlin/compat/CompatForegroundChecksTest.kt#hiddenLastCheckTimesUseReferenceEpochSecondsAndSurviveRestart;shared/src/commonTest/kotlin/compat/CompatForegroundChecksTest.kt#targetExistenceStaleBoundaryAndReplyCountExcludeOpeningPost;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#backgroundReferenceTimerChecksImmediatelyAfterAllPersistedStateLoads
settings-reference-network-screen	settings	としあき仮のネットワーク設定は1.apkのキャッシュサーバー機能／画像の取得、通信軽量化／読取専用ステータス／同時取得数／説明を再現し、設定画面の軽量化ON確認はOKだけで閉じられない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#networkSettingsMatchTheFinalApkRowsAndReadOnlyStatusDefault;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#networkMatchesReferenceRowsReadOnlyStatusWarningAndParallelRawValue;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiNetworkMatchesReferenceRowsWarningAndParallelChoices
settings-reference-network-status	settings	としあき仮のキャッシュサーバーステータスはMain／Catalog／Thread起動時に毎時確認し、利用不可時だけ15分後に再試行して年月日時と稼働状態を保存する。軽量化の実通信は稼働中・参照版対応4板・初回または500レス以上に限定し、Catalog／Threadの切替操作自体は警告なしで即時反映する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/compat/CompatCacheServerTest.kt#statusDateAndRetryCadenceMatchReferenceActivityStartupChecks;shared/src/commonTest/kotlin/ui/compat/CompatCacheServerTest.kt#probeTurnsItsOwnDeadlineIntoReferenceTimeoutStatus;shared/src/commonTest/kotlin/ui/compat/CompatCacheServerTest.kt#catalogAndThreadToggleImmediatelyWithReferenceMessages;shared/src/commonTest/kotlin/ui/compat/CompatCacheServerTest.kt#cacheUseMatchesReferenceAvailabilityBoardAndResponseThreshold;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#networkStatusIsProbedOnReferenceHostStartupAndPersistedWithHour;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#catalogLightweightMenuTogglesImmediatelyWithoutSettingsWarning
android-auto-backup-excluded	privacy-safety	Androidは参照APK同様にアプリDB・設定をOSの自動バックアップ／端末間コピー対象へ入れず明示バックアップだけを使う	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/MainActivitySmokeTest.kt#applicationDataIsExcludedFromAutomaticOsBackup
compat-reverse-search-link-menu	gallery-viewer	画像検索結果のリンク長押しはリンク位置からHTTP(S) URLだけを受け、外部ブラウザ表示とURLコピーをAndroid/iOS共通メニューに出す	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatMediaSupportTest.kt#reverseImageSearchBrowserAcceptsOnlyBoundedHttpUrls;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#reverseSearchLongPressAcceptsOnlyLinkHitTypes
compat-image-search-all-targets	gallery-viewer	画像検索設定の13検索先は選択順どおりスレ本文・画像一覧・Viewerの操作へ現れ、File方式は画像を送信しIQDB／SauceNAOのHTMLまたはYandex結果URLを内部表示する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/compat/CompatImageSearchTest.kt#referenceTargetListAndDefaultsMatchOldUi1810b;shared/src/commonTest/kotlin/ui/compat/CompatImageSearchTest.kt#iqdbAndSauceNaoFileTargetsUploadMultipartAndKeepProviderHtml;shared/src/commonTest/kotlin/ui/compat/CompatImageSearchTest.kt#yandexFileTargetBuildsResultUrlFromBoundedJson;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#galleryMatchesApkSquareGridSaveModeAndOverflowCommands
compat-reverse-search-cookie-bridge	gallery-viewer	画像検索HTTP通信と結果WebViewは対象host・path・Secure条件に合うCookieを双方向に引き継ぎ、外部hostや過大・不正Cookieを混入させない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/repository/CookieRepositoryTest.kt#webViewCookieBridgeExportsMatchingCookiesAndImportsBoundedHeader;shared/src/commonTest/kotlin/network/PersistentCookieSupportTest.kt#domainHelpers_resolveAcceptsSameHostAndParentDomain;shared/src/commonTest/kotlin/network/PersistentCookieSupportTest.kt#domainHelpers_rejectPublicSuffixMismatchesAndInvalidHosts
compat-reference-choice-dialog	gallery-viewer	参照APKの項目選択メニューは題名と明示キャンセルを足さず外側／Backで閉じ、小画面でも全画像検索先までスクロールして選べる	TOSHIAKI_COMPAT	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#galleryMatchesApkSquareGridSaveModeAndOverflowCommands
compat-reference-choice-dialog-ios	gallery-viewer	iOSの画像一覧長押しも参照APK同様に題名と明示キャンセルを加えない項目選択として表示し外側タップで閉じる	TOSHIAKI_COMPAT	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiThreadSearchAndGalleryOpenAndReturnToPager
compat-selector-update-check-routing	thread-interaction	タブ一覧の長押し／選択メニューにある更新の確認は開いている全スレを確認し、現在のカタログまたはスレの再読み込みへ誤流入しない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilitySelectorActionsTest.kt#updateCheckNeverFallsThroughToCatalogOrThreadReload;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#selectorUpdateCheckUsesAllTabProbeInsteadOfReloadingCatalog
compat-reference-context-item-arrays	gallery-viewer	Catalog／Thread画像／Gallery／Viewer長押しの項目数・順序・文言は参照APKのresource配列とViewer実装に一致し、現行独自の重複項目を混入させない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatMediaSupportTest.kt#gallerySaveModeSelectsMediaForZipOrFolderBatchSave;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#galleryMatchesApkSquareGridSaveModeAndOverflowCommands;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#selectorUpdateCheckUsesAllTabProbeInsteadOfReloadingCatalog;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiThreadSearchAndGalleryOpenAndReturnToPager
compat-reference-image-ng-phash	gallery-viewer	Catalog／Thread／GalleryのNG画像登録は参照APK同様にメモと板限定を受け、URL一致だけでなく画像pHashを生成して類似画像判定へ利用する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatImagePhashTest.kt#matchesReferenceShapeAndDistanceRules;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#selectorUpdateCheckUsesAllTabProbeInsteadOfReloadingCatalog
compat-reference-image-ng-screen	gallery-viewer	1.apkのＮＧ画像専用画面でURL／pHash旧新種別を同一一覧へ表示し、68dp行・新しい順・検索・96dpメモ／板範囲編集・しきい値・source別全削除を再現する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityImageNgManagementTest.kt#referenceManagerUnifiesUrlAndPhashRowsForTheCurrentSourceAndBoard;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#imageNgManagerUnifiesUrlAndPhashRowsWithReferenceEditorThresholdAndClear;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiImageNgMatchesReferenceDedicatedScreenThresholdAndClearDialogs
compat-reference-drawer-tab-context	thread-history	Drawerのタブ長押しはお気に入り状態で文言を変えない6項目と毎回ONへ戻る保護チェックを参照順で表示し、小画面では一覧をスクロールでき、単独削除を含む全削除操作がお気に入り保護を尊重する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatMediaSupportTest.kt#gallerySaveModeSelectsMediaForZipOrFolderBatchSave;shared/src/commonTest/kotlin/ui/compat/CompatibilityDrawerReferenceTest.kt#everyDrawerDeleteCommandHonorsTheDialogLocalFavoriteProtection;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#drawerTabContextMatchesReferenceListAndFavoriteProtection;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiDrawerFavoriteProtectionMatchesReferenceDeletion
compat-reference-drawer-toolbar	thread-history	Drawer下部はold.apk／1.apk共通の専用5画像をタブ／履歴／巡回／全タブ確認／設定の順に等幅表示し、巡回providerの未導入・旧版・未初期化状態は参照文言を見出しへ表示する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/compat/CompatibilityDrawerReferenceTest.kt#drawerToolbarUsesFiveDistinctOldAndFinalApkResourcesInReferenceOrder;shared/src/commonTest/kotlin/ui/compat/CompatibilityDrawerReferenceTest.kt#drawerHeadersPutWatcherProviderFailuresInTheHeaderOnly;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#drawerRowsAndFiveToolbarImagesMatchOldAndFinalApk;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiDrawerMatchesReferenceToolbarAndHeaders
compat-reference-drawer-rows	thread-history	Drawerのタブ／履歴は更新日時・既読レス数・正の更新差分・生存／状態色・サムネなし画像を表示し、巡回は50dp画像・レス表記・登録日時・active色を使って外部結果と内蔵巡回結果を重複させない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/compat/CompatibilityDrawerReferenceTest.kt#drawerReplyRowsShowReadCountAndOnlyPositiveProbeDelta;shared/src/commonTest/kotlin/ui/compat/CompatibilityDrawerReferenceTest.kt#drawerRowsUseTheTwoReferenceJapaneseTimestampPatterns;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#drawerRowsAndFiveToolbarImagesMatchOldAndFinalApk;shared/src/iosTest/kotlin/ui/compat/IosCompatExternalWatcherTest.kt#inAppWatcherListsAndDeletesResultsWithoutDeletingCompatibilityHistory
compat-reference-post-context-del	thread-interaction	本文長押しの3×3項目は参照APKどおり小文字web／delを含む順序で表示し、delは送信前に削除依頼No確認を必ず挟む	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#postActionCandidates_andQuickQuote_keepLegacyFieldOrder;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadPostAndScrollDialogsMatchReferenceLabelsAndConfirmationFlow
compat-reference-delete-dialog-copy	thread-interaction	Catalog delと本人削除の確認は参照APKの題名・ボタン・画像だけ消す文言に一致し、現行独自の説明本文を混入させない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#selectorUpdateCheckUsesAllTabProbeInsteadOfReloadingCatalog;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadPostAndScrollDialogsMatchReferenceLabelsAndConfirmationFlow
compat-reference-thread-scroll-dialog	thread-interaction	スレッドのスクロール操作は題名・閉じる行を足さない下端パネルでトップ／最新レスとSeek操作を提供し、端操作後は閉じる	TOSHIAKI_COMPAT	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadPostAndScrollDialogsMatchReferenceLabelsAndConfirmationFlow
